date,population,admission,release
2020-06-08,101806.25407343572,1506.7326237177895,2662.792849619948
2020-06-09,101525.74466709458,2298.848264201564,2969.9929713609513
2020-06-10,102322.22206765568,2869.938782379391,2569.3191165389285
2020-06-11,102281.25873757336,2527.8121967130364,2663.546115030633
2020-06-12,102341.7944270989,2731.9288633797037,2299.5570856998925
2020-06-13,102279.35835353904,2233.989699008721,1045.910621053428
2020-06-14,103064.31318907009,1831.7654565844782,1011.8661766089834
2020-06-15,103839.37913571225,1661.570651389673,2609.68955323236
2020-06-16,103510.26456287391,2277.2416470606686,2453.1062198990267
2020-06-17,103553.91110114666,2351.6500433704796,2380.3562198990267
2020-06-18,103457.05763941939,2283.5027581717795,2399.2097827009593
2020-06-19,103507.66069943129,2449.3128427128427,2509.5431160342923
2020-06-20,103457.5970927765,2458.9795093795096,1073.906752397929
2020-06-21,104148.6016679399,1764.9113275613274,959.9067523979289
2020-06-22,104902.6062431033,1713.9113275613274,2732.3789746201505
2020-06-23,104549.97940801029,2381.168806193806,2514.629371445548
2020-06-24,104522.45574752043,2494.930710955711,3782.954371445548
2020-06-25,104358.43208703061,3618.0418220668225,2673.9692554379594
2020-06-26,104296.46339841036,2613.500566817702,2276.4965244301125
2020-06-27,104416.99410068538,2399.9946937217233,1115.9639914467105
2020-06-28,105097.35813629373,1794.9946937217233,1017.9118028945222
2020-06-29,105720.07823250812,1639.6318991089286,2662.195362472199
2020-06-30,105329.07811756113,2274.9697573291396,2437.7198722761204
2020-07-01,105303.36966928083,2412.011423995806,2754.7848295410777
2020-07-02,104953.65096459026,2405.3225351069173,2566.480633736882
2020-07-03,104689.34135080878,2302.1710199554022,1266.3139670702153
2020-07-04,105349.19840369397,1926.1710199554027,962.3139670702157
2020-07-05,106270.43045657915,1883.5460199554027,976.8139670702157
2020-07-06,107049.58558638742,1755.9690968784791,2939.409926666175
2020-07-07,106516.52859498357,2406.3529352623173,2647.0899266661754
2020-07-08,106504.89160357969,2636.932935262317,2887.5342123804608
2020-07-09,107540.71889789012,3922.3615066908887,2753.5897679360164
2020-07-10,107428.15730331166,2641.0281733575557,2255.9028992491476
2020-07-11,107554.57550671301,2382.7301935595756,1020.7119901582387
2020-07-12,108421.39371011435,1887.530193559576,1019.7119901582387
2020-07-13,109124.21191351568,1721.5801935595757,3402.2725962188447
2020-07-14,108598.95435934125,2877.0150420444243,2593.045673141922
2020-07-15,108655.57372824375,2650.655042044424,2847.1518347580836
2020-07-16,108694.7409440362,2887.196055898132,2622.3599325426517
2020-07-17,108574.8496164113,2505.301938251073,2510.193265875985
2020-07-18,108571.9582887864,2507.801938251073,1053.6377103204295
2020-07-19,109434.95585005038,1916.1352715844064,1018.9571547648738
2020-07-20,110123.85618909214,1707.8574938066286,3423.2221317233993
2020-07-21,109640.98233458548,2943.5057272935715,1848.1680433386657
2020-07-22,109659.09257098794,1867.7112467740915,2596.5057722763945
2020-07-23,109588.72661691421,2524.2004242632684,3072.82070734133
2020-07-24,109481.07819530801,2966.6722857351297,2011.3207073413298
2020-07-25,109642.65199592402,2171.8389524017966,1121.9766902473125
2020-07-26,110491.24502730931,1971.3197216325664,1090.702214722837
2020-07-27,110989.92896778544,1697.637903450748,2986.628205398828
2020-07-28,110309.36290826164,2305.1871458749897,2587.627388405364
2020-07-29,110262.47005135215,2539.6429955481926,2577.80267063947
2020-07-30,110200.45219444271,2517.602995548192,2584.7637096005083
2020-07-31,110237.7914803904,2618.8029955481925,2538.7387096005086
2020-08-01,110280.30576633806,2582.6279955481923,1138.1137096005084
2020-08-02,110978.32005228574,1836.127995548193,1121.1137096005084
2020-08-03,111721.83433823343,1864.627995548193,2934.7137096005085
2020-08-04,111256.41529084778,2469.2946622148593,2774.3387096005085
2020-08-05,111064.37124346214,2581.3196622148594,2570.122042933842
2020-08-06,111301.79386274317,2782.9992076694048,2819.8493156611144
2020-08-07,111158.76193656962,2676.3173894875863,2592.1826489944483
2020-08-08,111359.47243463855,2780.143147063344,1189.8243156611145
2020-08-09,112123.9495993741,1950.4226925178898,1130.990982327781
2020-08-10,112784.42676410967,1794.4681470633443,2941.4576489944484
2020-08-11,112469.17059551187,2623.368147063344,3315.7608235976227
2020-08-12,112568.02553802522,3416.4157661109634,2571.9179664547655
2020-08-13,112663.92809958619,2667.8205280157254,2706.366018402817
2020-08-14,112700.74624556271,2743.184164379362,2654.060271276381
2020-08-15,112791.7025047997,2745.016530513368,1180.1158268319361
2020-08-16,113776.88098625894,2167.9609749578126,1243.5424934986029
2020-08-17,114463.73946771816,1937.4009749578124,3091.415509371619
2020-08-18,113934.94715552658,2560.5037994209306,2919.566429221121
2020-08-19,113977.43922660273,2963.836278075043,2716.4870641417556
2020-08-20,114023.35986910743,2761.241039979805,2882.221340871316
2020-08-21,114255.67359337313,3015.6588677495197,2674.6669383555923
2020-08-22,114498.18731763886,2918.5139959546477,1275.500271688926
2020-08-23,115423.70104190457,2201.513995954648,1312.500271688926
2020-08-24,116069.88143283698,1945.0584403990924,3081.2875140972737
2020-08-25,115715.08344696432,2728.0895282246333,3028.6208474306072
2020-08-26,116115.61879442501,3430.0895282246333,2739.4656093353688
2020-08-27,116166.09128474287,2789.938099653205,2790.67672044648
2020-08-28,116383.51933061627,3008.104766319872,2876.610053779814
2020-08-29,116453.4140431563,2944.1047663198715,1227.8100537798132
2020-08-30,117536.80875569636,2314.0047663198716,1231.2767204464799
2020-08-31,118455.70346823642,2150.1714329865385,3297.9433871131464
2020-09-01,117960.9315141098,2803.1714329865385,3224.2815513643545
2020-09-02,117661.99289331655,2933.2269885420937,2959.7846569544163
2020-09-03,117729.96078045978,3027.752544097649,3104.0838112884544
2020-09-04,117637.90382616536,3014.0152290870783,3083.722183381478
2020-09-05,117554.39687187097,3001.115229087078,1276.6221833814777
2020-09-06,118464.8899175766,2187.1152290870778,1296.522183381478
2020-09-07,119076.73296328218,1908.3652290870784,1154.1927855066256
2020-09-08,119895.81213649665,1974.263694258271,3467.734521043816
2020-09-09,119214.34130971108,2786.263694258271,3245.167854377149
2020-09-10,118826.43714959221,2857.263694258271,2970.577450336745
2020-09-11,118773.79511068546,2916.4931037376805,2881.5774503367447
2020-09-12,118747.6530717787,2856.768744763321,1220.0774503367447
2020-09-13,119715.1776995386,2185.7354114299883,1208.333860593155
2020-09-14,120412.65104524721,1900.512101406678,3308.6824786417733
2020-09-15,119786.72049485196,2683.651928246504,3028.415811975107
2020-09-16,119691.12327779003,2932.818594913171,3036.915811975107
2020-09-17,119467.02606072811,2812.818594913171,2946.451526260821
2020-09-18,119384.0002722376,2863.8900234846,2878.0260683853626
2020-09-19,119328.11422733682,2822.1400234845996,1228.0260683853628
2020-09-20,120293.97818243605,2194.6400234846,1249.676068385363
2020-09-21,120952.9330466262,1908.6309325755092,3238.342735052029
2020-09-22,120395.72124414971,2681.130932575509,2988.4121794964744
2020-09-23,120167.88444167314,2761.408710353287,2996.5416950535546
2020-09-24,119873.36558001526,2705.505787941108,2937.7956173409452
2020-09-25,119652.4703218192,2716.9003591448845,2755.9622840076113
2020-09-26,119845.4083969565,2948.900359144884,1269.9622840076113
2020-09-27,120655.84647209375,2080.400359144884,1224.6250747052857
2020-09-28,121290.8543146729,1858.9429948037991,3480.1281346808064
2020-09-29,120675.19549058535,2864.4693105932724,3025.1281346808064
2020-09-30,120429.5366664978,2779.4693105932724,3189.9114680141392
2020-10-01,120462.9778424103,3223.9295670035294,3234.6094367121077
2020-10-02,120124.66910157283,2897.2747218486843,2688.1623788010497
2020-10-03,119963.63023819971,2638.5728454436253,1266.2783754834447
2020-10-04,120621.59137482652,1923.5728454436255,1072.5487006866967
2020-10-05,121206.1419423477,1657.6192682078533,2898.9371855351815
2020-10-06,120753.06402502033,2444.859268207853,3300.6038522018484
2020-10-07,120459.65277435971,3007.192601541186,2593.478852201849
2020-10-08,120428.49152369903,2562.3176015411864,2664.4788522018484
2020-10-09,120315.33027303836,2549.3945246181092,2444.612185535182
2020-10-10,120472.91902237771,2603.867601541187,1168.195518868515
2020-10-11,121177.75777171708,1873.7009348745198,1127.6121855351817
2020-10-12,121822.84652105639,1701.4688594028214,2242.538675603281
2020-10-13,121691.00624821521,2128.575871205613,2942.481949354311
2020-10-14,121423.99879881256,2724.15477110146,2873.065136185775
2020-10-15,121106.11191678577,2556.5615874923187,2569.7401361857746
2020-10-16,121095.8202728542,2560.7818255875563,2714.4749846706236
2020-10-17,120820.79378043783,2439.4484922542233,1184.948668881149
2020-10-18,121397.60062135475,1760.42217646475,1021.115335547816
2020-10-19,122031.50746227166,1655.455509798083,2655.2597799922605
2020-10-20,121745.24763652192,2368.9999542425276,2709.801446658927
2020-10-21,121512.77947743889,2475.3332875758606,2612.328266582299
2020-10-22,121595.74772186462,2696.7298620248034,2731.020848368329
2020-10-23,121437.34724834154,2574.8703748453167,2700.801151398632
2020-10-24,121425.34071421249,2689.7794657544077,1314.2859998834801
2020-10-25,121945.83418008337,1834.7794657544075,1188.2859998834801
2020-10-26,122351.32764595436,1593.7794657544073,2983.272486369967
2020-10-27,121766.04633705049,2397.991177466119,2811.772486369967
2020-10-28,121369.26502814665,2414.991177466119,2928.3530419255226
2020-10-29,120848.69205257614,2407.7800663550083,2641.2924358649166
2020-10-30,120627.23812462465,2422.5657806407226,2614.6863752588565
2020-10-31,120448.7841966732,2436.232447307389,1130.4280570495393
2020-11-01,121093.69213603371,1776.3187550307205,1092.2108156702288
2020-11-02,121828.7000753942,1826.2687550307207,2737.810815670229
2020-11-03,121347.041348088,2242.3250050307206,2380.123315670229
2020-11-04,121126.61178744849,2161.1937550307202,2380.123315670229
2020-11-05,121016.182226809,2267.1937550307202,2601.289982336896
2020-11-06,121012.13361855042,2597.2413740783395,2646.1297259266394
2020-11-07,120995.50808721496,2630.4849638219293,1164.193828490742
2020-11-08,121738.25755587945,1906.9432971552626,1149.393828490742
2020-11-09,122214.807024544,1617.150148275157,2769.401983685642
2020-11-10,121759.9859272599,2315.4899773106326,2750.4499634836216
2020-11-11,121565.887052198,2556.351088421743,1360.949963483621
2020-11-12,122056.78817713614,1851.8510884217437,2666.6999634836216
2020-11-13,121768.68930207429,2379.051088421743,2706.7499634836213
2020-11-14,121610.95709367906,2549.01775508841,1203.2499634836213
2020-11-15,122187.72488528385,1780.0177550884102,1105.4999634836213
2020-11-16,122628.11767688865,1545.2260884217435,2901.833296816955
2020-11-17,121915.07713516009,2188.7927550884106,2669.833296816955
2020-11-18,121625.03659343153,2379.7927550884096,2549.333296816955
2020-11-19,121290.49605170303,2209.94209044918,2826.347909515778
2020-11-20,121074.5431430621,2608.5385415447236,2567.370238064422
2020-11-21,120974.15084048177,2465.4779354841166,1206.6010072951913
2020-11-22,121615.5918712348,1850.8112688174508,1124.3702380644222
2020-11-23,122056.03290198784,1552.1283419881822,2828.054878744821
2020-11-24,121560.62228032824,2252.191426896542,2772.7435579901044
2020-11-25,120974.6000234485,2182.6983682938408,2640.6663831408364
2020-11-26,120320.71023857569,1986.7765982680014,978.1663831408364
2020-11-27,120668.32045370285,1325.7765982680014,1534.9997164741696
2020-11-28,121627.18066883001,2492.926598268001,766.3777448785138
2020-11-29,122040.24723316354,1184.3916776330802,578.3251132995665
2020-11-30,122701.313797497,1133.3916776330805,3090.8663845856436
2020-12-01,121575.5658550607,1958.5320785129684,2665.0410057977647
2020-12-02,121108.82586716987,2198.2655449339345,2534.6170193112785
2020-12-03,120969.77732072044,2321.832388105379,2544.0723564233654
2020-12-04,120639.73727867259,2244.882463992937,2674.7501506558538
2020-12-05,120561.75748533825,2559.380370076633,1164.2166448924374
2020-12-06,121122.55546978173,1725.0146293358928,1071.0916448924374
2020-12-07,121680.97845422516,1628.5297808510443,2869.0386145894063
2020-12-08,121002.39840836561,2190.4585687298318,2685.581525037168
2020-12-09,120549.82769086424,2233.010807535802,2614.3030936646187
2020-12-10,120196.66285571581,2261.638258516194,2731.8030936646187
2020-12-11,119888.4980205674,2423.638258516194,2495.580871442397
2020-12-12,119677.1665187523,2284.916036293972,1200.4415857281115
2020-12-13,120205.76477884196,1729.839845817782,1042.3665857281114
2020-12-14,120623.48803893165,1459.4231791511152,2805.8249190614442
2020-12-15,119910.25296568795,2096.5898458177817,2782.3249190614442
2020-12-16,119306.01789244429,2179.589845817781,3426.6129625397043
2020-12-17,117947.98474227755,2033.4818997592633,2901.405840456422
2020-12-18,117341.71179747563,2292.171856693454,2790.445883746466
2020-12-19,116988.0979435828,2437.769529853628,1163.4167170797991
2020-12-20,117671.78408968994,1847.102863186961,1118.5278281909102
2020-12-21,118299.47023579711,1745.463974298072,3035.44403698212
2020-12-22,117512.68568593358,2263.2844871185853,2758.0892798970995
2020-12-23,116942.88089315503,2188.2844871185853,2493.7468556546746
2020-12-24,116359.80943370989,1910.675396209494,1670.0468556546746
2020-12-25,116076.3379742647,1389.275396209494,815.0246334324522
2020-12-26,116446.36651481953,1185.0531739872717,941.0246334324522
2020-12-27,116967.39505537433,1462.0531739872713,818.5246334324522
2020-12-28,117705.4235959292,1553.600718396885,2418.781092152907
2020-12-29,117384.9283543342,2085.808577830667,1283.0269571049485
2020-12-30,117619.88722862335,1605.327007864686,1260.3681335755368
2020-12-31,117968.84610291252,1609.327007864686,1261.3681335755368
2021-01-01,118314.30497720164,1606.827007864686,1261.3681335755368
2021-01-02,118659.7638514908,1606.827007864686,1261.3681335755368
2021-01-03,119263.22272577994,1621.100377429903,366.4930881460557
2021-01-04,119557.20016553823,660.9705279043313,3553.4211487788903
2021-01-05,118722.82240898527,2865.92027664805,2567.101604629572
2021-01-06,118437.55868752004,2281.338867028961,2596.90355268152
2021-01-07,118732.38621949834,2891.231084659815,2958.6146637926313
2021-01-08,118422.21375147665,2648.442195770926,2790.431330459298
2021-01-09,118428.12461678825,2798.9588624375924,1223.628805206773
2021-01-10,119093.81325987767,1889.3174482961786,1052.6632879653935
2021-01-11,119766.46742020844,1725.3174482961786,2840.5180575259506
2021-01-12,119431.2968216968,2524.3260227870683,2774.32995463206
2021-01-13,119291.15955651847,2634.1926894537346,2753.4491031389202
2021-01-14,119221.14103629574,2682.746967096996,2751.567467517731
2021-01-15,119098.16542036348,2630.086901090395,2744.1703601599365
2021-01-16,119415.68980443118,3060.6947442276496,1275.5592490488254
2021-01-17,120288.7141884989,2148.5836331165387,1156.250915715492
2021-01-18,120886.41357256661,1753.950299783205,1262.0842490488253
2021-01-19,121365.61295663432,1741.2836331165386,3206.4413919059684
2021-01-20,120865.23495974965,2706.063395021301,3249.417582382159
2021-01-21,120231.19462520265,2615.8772478351534,2860.285325827852
2021-01-22,119749.0658832421,2645.8016392209206,2645.5970478481213
2021-01-23,119772.43714128158,2668.968305887587,1206.4370478481203
2021-01-24,120573.38839932105,2007.8883058875874,1153.2703811814538
2021-01-25,121105.50632402717,1685.3883058875876,3105.645381181454
2021-01-26,120460.24924873332,2460.3883058875876,2694.3358573719306
2021-01-27,120379.08792913303,2614.138823485931,2884.13347641955
2021-01-28,120015.55160953273,2520.5971568192645,2701.179630265704
2021-01-29,119823.7236232658,2511.7554901525978,2724.3493494354225
2021-01-30,119853.30039890361,2755.3520509991586,1206.275275361348
2021-01-31,120614.8771745414,1967.8520509991592,1135.275275361348
2021-02-01,121200.95395017925,1721.3520509991592,3261.3806675182113
2021-02-02,120483.84200032684,2546.743717665825,2557.918146419829
2021-02-03,120468.49694236633,2553.9831054435335,2827.888163404026
2021-02-04,120527.15188440587,2888.9831054435335,2404.6614967373594
2021-02-05,120517.14015977869,2385.9831054435335,2742.633718959583
2021-02-06,120459.53676848489,2685.030327665755,1251.7837189595818
2021-02-07,121181.78337719105,1974.030327665755,1129.2837189595816
2021-02-08,121674.52998589723,1622.0303276657555,3102.582569534295
2021-02-09,121116.14441069536,2544.196994332421,2897.774633026359
2021-02-10,120873.91478787444,2655.545010205437,2750.941299693025
2021-02-11,120672.55183172018,2549.5783435387702,2599.0524108041363
2021-02-12,120460.41109778814,2387.800565760993,2442.8698711215966
2021-02-13,120497.53226861799,2479.991041951469,1087.690383942109
2021-02-14,121190.94959329403,1781.1077086181358,1163.023717275442
2021-02-15,121409.03358463672,1381.7743752848032,1355.6903839421088
2021-02-16,121539.56995693178,1487.226756237184,2258.190383942109
2021-02-17,121269.60156732213,1985.2219943324217,2386.3020652477617
2021-02-18,120984.69956345575,2137.7588163417136,2375.0484836067717
2021-02-19,120709.23628507959,2091.0852052306022,2792.5484836067717
2021-02-20,120692.43967337009,2775.7518718972683,1115.9818169401049
2021-02-21,121513.88750610505,1938.3296496750468,1156.881816940105
2021-02-22,122165.33533883997,1793.9727453034511,3126.1415604474105
2021-02-23,121843.1146740934,2802.956609986553,3161.5145763204264
2021-02-24,121584.80115220396,2904.0760544309974,3194.5764810823316
2021-02-25,121428.4447731717,3038.0836965200915,3042.546115501516
2021-02-26,121344.03751595438,2962.1190563039936,3058.872467367472
2021-02-27,121274.28410489087,2989.1190563039936,1297.2570827520867
2021-02-28,122155.45377075046,2181.3690563039936,1221.1993904443943
2021-03-01,122787.62343661007,1853.369056303994,3614.1274950195584
2021-03-02,121785.65335887992,2702.5626460475837,3106.5327237777283
2021-03-03,121534.6832811498,2853.812646047584,3264.6220094920136
2021-03-04,121402.85606056251,3132.794788904727,3401.834759430867
2021-03-05,120918.09919355845,3107.6535428792895,3119.925561398507
2021-03-06,120777.31202352408,2979.305058030805,1416.0922280651732
2021-03-07,121555.52485348971,2194.3050580308045,1175.0922280651732
2021-03-08,122349.73768345536,1969.3050580308045,3408.092228065174
2021-03-09,121757.11718008763,2815.4717246974715,4056.184064799868
2021-03-10,121428.56555427094,3727.6324389831857,2005.913231466534
2021-03-11,121449.26392845428,2023.6926867309335,3254.43288748619
2021-03-12,121232.68859256385,3035.8779597590637,2907.531125968576
2021-03-13,121223.65390707999,2898.286563941477,1523.9419336689302
2021-03-14,121920.09813977982,2215.511166368763,1338.2801154871122
2021-03-15,122346.18544940272,1763.7007584433557,3279.419004376001
2021-03-16,121647.6894256923,2582.700758443355,3142.7024639719602
2021-03-17,121405.87940676657,2900.892445046226,3253.8051062483833
2021-03-18,120809.0023146701,2652.827606776274,3173.488425287834
2021-03-19,120483.91726802819,2848.403378645914,2939.5325524596965
2021-03-20,120578.35980438875,3033.975088820226,1472.2564330567118
2021-03-21,121312.87696761491,2204.106929616246,1201.432903644947
2021-03-22,122070.3941308411,1961.7735962829126,3366.6579482082266
2021-03-23,121496.29765770368,2792.561475070791,3121.4079482082266
2021-03-24,121230.45118456623,2856.061475070791,3145.7829482082266
2021-03-25,121017.7297114288,2931.101475070791,3075.9059428606333
2021-03-26,120778.62833633058,2836.804567762413,3022.3642761939664
2021-03-27,120757.77696123235,3002.512901095746,1329.8642761939666
2021-03-28,121672.92558613415,2245.0129010957467,1346.3125520560357
2021-03-29,122225.29834896696,1899.66807350954,3377.3667392481534
2021-03-30,121572.67111179976,2725.673392658475,3156.166989387141
2021-03-31,121334.20881542892,2923.6257456478506,3065.08804201872
2021-04-01,121109.74651905806,2840.6257456478506,3379.212600842249
2021-04-02,120565.06608543226,2894.624520157655,2484.233525211997
2021-04-03,120744.05231847317,2663.219758252893,1374.4835252119965
2021-04-04,121479.03855151407,2109.4697582528934,1226.4835252119967
2021-04-05,122209.02478455493,1956.4697582528934,3323.2335252119965
2021-04-06,121804.26101759584,2918.469758252893,3356.2335252119965
2021-04-07,121480.49725063675,3027.763875899952,3353.594636323108
2021-04-08,121200.70570589988,3073.8030915862264,3331.261302989774
2021-04-09,120960.41416116299,3091.8030915862264,3006.6660648945367
2021-04-10,121127.78928309277,3174.0411868243214,1463.1660648945365
2021-04-11,121767.16440502254,2102.5411868243223,1299.0232077516794
2021-04-12,122501.96809838092,2033.8269011100367,3375.7484329769045
2021-04-13,121820.22674669426,2694.007081290216,3320.7484329769045
2021-04-14,121502.48539500753,3000.340414623549,3110.7484329769045
2021-04-15,121313.20237665418,2921.465414623549,3199.4984329769045
2021-04-16,121030.16935830085,2916.4654146235493,3038.1253511341215
2021-04-17,120611.99036251115,2970.171602912266,1297.1005987019516
2021-04-18,121404.68636672146,2090.6716029122663,1286.589044080103
2021-04-19,122023.13027009144,1905.0329474500813,3335.016717036078
2021-04-20,121566.57417346141,2882.385511552645,3085.152597193656
2021-04-21,121366.07785705118,2884.656280783414,3146.7240257650847
2021-04-22,121156.7243977838,2938.2277093548423,3209.316812186584
2021-04-23,120727.2558395065,2781.348253909298,2750.1501455199173
2021-04-24,120891.4539478959,2913.348253909298,1491.650145519917
2021-04-25,121409.65205628528,2008.0982539092988,1289.2373904178762
2021-04-26,121935.3731238583,1820.3788661541967,3420.1101795335226
2021-04-27,121314.14181047899,2796.124089731432,3266.464481701545
2021-04-28,121199.4775702704,3149.2288129215212,3346.0504262249306
2021-04-29,120764.77449768675,2915.167921017167,3170.998930277042
2021-04-30,120507.83762350796,2928.4439360529495,3136.1954994972784
2021-05-01,120532.92617305799,3164.442241137695,1272.389326331549
2021-05-02,121396.03699432292,2137.4979204250008,1241.3870991600568
2021-05-03,122107.14781558784,1952.4979204250005,3522.5299563029143
2021-05-04,121420.15546224965,2833.2042696313492,3196.515263130918
2021-05-05,121101.02827745072,2882.689288357941,3106.369104735794
2021-05-06,121031.71688212553,3037.057709410573,3139.9246602913495
2021-05-07,120956.4054868003,3064.613264966128,2826.9246602913495
2021-05-08,121242.59409147508,3113.113264966128,1371.7246602913494
